area,bedrooms,bathrooms,floors,age,location_score,distance_to_city,price
1503,3,3,1,18,7,12,4582818.059759142
2056,5,1,2,14,7,6,6537669.508083477
799,5,3,1,2,9,6,3146093.7034709086
638,1,3,1,7,5,8,2077593.5240793936
858,5,3,1,14,4,24,2372922.482520432
1335,1,3,2,0,5,26,3997591.604582157
2022,1,2,2,5,8,17,6285804.234853549
3956,4,1,1,21,8,18,11826712.73318301
2127,4,2,2,16,4,11,6452774.766169355
2482,4,2,1,15,8,1,7956795.575124786
1803,2,2,2,12,4,26,5031640.015345693
3030,4,3,2,0,4,7,9569142.752188308
1408,1,3,1,2,8,8,4698011.434076515
1634,3,2,2,23,2,3,4821409.558759181
3413,4,2,2,5,4,19,10290322.99036401
2686,4,1,1,19,1,16,7627697.674377922
1495,3,2,1,20,1,23,3780501.1450850354
2982,1,3,1,25,8,8,9026824.468139961
3056,2,2,1,29,4,29,8427188.34877663
2820,4,1,2,2,6,6,9037030.649459612
3670,3,1,2,14,5,24,10702412.43448844
2651,1,2,1,29,6,2,7814672.113065555
1737,5,1,2,14,4,23,4989910.747141858
2284,2,1,1,10,4,12,6831575.493568905
3309,3,3,1,26,7,21,9617952.174341468
3334,3,1,1,21,1,6,9705996.706759455
664,3,1,2,5,9,14,2488117.2563572545
1498,4,2,2,5,3,7,4689605.961623862
3067,5,3,2,8,4,9,9531878.010250296
1807,2,1,1,13,9,7,5732875.295781202
3064,1,2,1,25,5,15,8859487.18866367
1156,1,2,2,28,4,12,3116202.9908911954
3160,5,2,2,10,6,27,9413023.78928272
2711,3,2,2,23,1,17,7622641.01229511
2409,3,2,2,5,1,15,7066472.864043343
2546,3,2,1,17,5,15,7565096.817034997
2611,3,1,2,19,5,21,7557938.980124829
3662,3,3,2,14,9,27,10978507.71252835
1640,5,3,1,21,1,14,4561007.305856788
2389,4,2,2,8,3,11,7286742.370470053
766,2,2,2,10,3,11,2254283.4787523355
2345,3,3,2,1,4,20,7154605.402816331
2208,4,1,1,5,7,13,7041115.739972747
3711,1,2,1,25,7,13,10981096.22443655
2793,5,3,2,26,5,8,8411312.765849816
2942,4,3,1,25,9,7,9183712.65922635
2010,3,2,2,25,7,20,5789910.641405466
975,3,3,2,22,2,13,2634320.211338322
1476,3,1,1,13,3,11,4302216.794455484
1707,4,3,2,13,7,19,5247115.801248724
1543,3,2,1,23,5,6,4532351.516367948
2460,4,2,1,12,7,8,7669944.921297632
1057,3,3,1,24,9,19,3122872.785930041
1517,1,3,2,4,9,5,5210637.324877845
2105,1,2,2,8,3,10,6298102.651743635
1382,2,1,2,24,8,1,4454397.951484999
2694,3,3,2,28,6,26,7505795.790223713
1165,3,1,1,10,4,12,3518752.903372647
3875,4,1,2,6,4,26,11511297.700747572
3167,4,2,2,1,4,24,9539820.24339727
2271,3,2,1,23,7,7,6951148.580316737
3367,2,2,1,11,6,8,10350748.631282242
1363,3,1,2,4,2,18,3898542.129977392
1081,4,2,1,28,5,7,3097310.7533910503
3570,3,2,2,26,5,14,10464314.933799041
1194,4,1,2,23,6,20,3346838.2994588297
1751,3,1,1,1,7,18,5502257.236006472
3673,5,1,1,13,8,25,10953741.816509027
2110,4,1,2,6,8,21,6541922.213811787
3988,2,3,2,4,5,23,11977144.270950573
1739,5,2,2,3,2,4,5569163.648793079
2954,3,3,2,9,8,10,9232110.499268794
898,4,1,2,28,6,11,2510161.3224686836
2446,5,1,1,15,3,11,7342695.899720156
1214,2,1,2,5,4,20,3605883.409268834
1203,4,1,1,20,1,19,3035249.8242986607
3308,5,1,1,5,3,1,10371880.199639002
3046,5,2,1,8,4,2,9589497.953286525
2214,5,3,2,0,2,9,6905712.009013194
2472,1,3,2,28,6,17,7096067.192738534
3521,3,2,1,15,8,5,10982712.564576898
581,4,2,1,26,6,2,1878542.5395817007
1103,4,2,1,16,3,4,3378764.469753352
2470,4,3,1,12,9,27,7466480.445859662
2210,5,3,1,5,4,7,6975953.189178843
2546,3,1,2,1,6,21,7831478.655275342
3319,2,3,1,7,4,17,9901260.807136176
1402,4,3,2,22,4,3,4319336.4033568585
864,3,2,1,21,2,26,1904744.5930804582
662,3,3,1,3,2,9,2170984.999660718
3619,1,1,2,8,2,1,10964690.741377471
3058,4,3,2,22,2,26,8571440.210954037
3900,5,2,1,6,8,20,11910647.972645672
2363,3,2,2,20,4,21,6742568.2996205855
615,3,1,2,0,4,16,1970786.9723873434
3488,2,1,1,13,3,26,9874239.28886248
2884,1,3,1,29,5,3,8548670.797818098
1380,3,1,1,1,4,19,4090478.1879908564
3284,3,1,2,7,7,16,10029818.812079214
1339,5,2,1,10,7,1,4655422.996757584
2694,5,2,1,4,6,22,8245141.343149425
1846,2,3,2,17,7,29,5236940.443275459
2990,2,3,1,11,7,12,9156448.232303102
3384,2,3,2,20,8,20,10058136.423540805
1536,5,3,2,23,1,24,3994248.518809223
1442,5,2,1,19,3,6,4341669.639363196
2224,1,3,2,18,3,3,6719999.088744739
2834,4,3,2,4,5,28,8386678.186449891
3267,4,1,1,28,7,7,9696869.250977715
1637,1,3,2,6,6,3,5318760.349946088
3027,4,1,1,1,4,13,9362292.068041038
521,5,2,1,16,6,16,1593002.1197744394
3920,4,3,1,12,7,14,11990704.12923482
2249,5,1,1,10,4,9,6925902.3260835195
1182,1,3,1,4,8,8,3971798.1759305345
3453,2,1,2,12,5,15,10371509.943157263
2333,1,3,2,28,3,19,6382127.399921178
2867,4,2,2,22,2,13,8369740.569408947
625,5,2,1,12,1,14,1707563.0263860049
776,4,1,1,7,4,11,2467579.9203055575
2499,4,1,1,10,2,18,7205354.07485888
1727,2,2,1,7,3,3,5427049.928997759
2741,4,3,2,9,1,29,7748819.642996568
1195,2,1,2,24,6,4,3641887.548014017
1809,5,2,1,26,4,3,5546953.094745648
556,5,1,1,10,5,25,1526723.8251349472
3874,2,2,1,27,8,13,11525911.743565539
3734,1,2,2,0,4,16,11321078.157602854
518,5,1,2,6,6,28,1547283.1958016404
3941,1,1,1,25,3,13,11304942.754479446
2811,5,2,1,7,8,27,8499216.414781542
3341,5,3,2,5,3,10,10325265.170307407
612,3,2,2,25,7,18,1638432.6208699169
3898,4,3,1,13,7,8,12056253.370100135
1041,4,3,1,27,3,7,2885292.246699861
3194,1,3,1,19,3,17,9251241.933165
1078,4,1,2,6,8,22,3402436.152411075
1588,1,2,1,2,3,6,4963861.491278526
3863,5,2,2,1,2,15,11755556.742667897
524,3,3,1,21,5,9,1644127.4709785802
2072,3,3,1,17,7,28,5961944.3800320355
2548,5,3,1,21,8,10,7894269.621217785
3458,2,2,2,25,1,27,9507069.339987034
2072,2,3,1,2,2,8,6302585.20587184
640,4,2,2,13,7,7,2381125.8724814765
2267,1,2,1,17,9,29,6500140.765234128
1147,3,1,2,12,3,23,3183904.4955469826
2735,4,3,1,7,8,5,8797232.150882054
3699,5,3,2,3,3,18,11345734.90817234
700,3,3,1,14,4,16,1945879.3414914575
3698,1,1,2,11,2,15,10762269.209047347
756,1,3,2,13,9,10,2576032.689236352
1046,2,2,1,19,5,29,2549603.91126403
2741,4,3,2,6,5,28,8141561.946106874
3250,5,2,2,23,4,21,9393844.10916634
3675,3,2,1,11,5,1,11322548.283786098
3836,1,2,2,28,1,27,10487646.703726558
1301,3,2,1,8,6,26,3864278.022774808
1441,5,3,1,9,4,6,4596523.42276038
3955,3,1,2,7,4,15,11899375.55995547
3831,4,1,2,29,5,2,11477143.944547059
913,2,2,2,19,1,12,2392021.411485841
2514,3,3,2,1,4,1,8104927.721379323
1881,2,1,2,25,3,15,5271155.145677765
1598,5,3,1,15,5,13,4876937.93378969
3926,2,1,1,20,5,1,11894312.283054847
1409,3,2,2,22,8,1,4664248.561453703
687,3,2,2,17,1,4,1962551.9762445653
2515,1,2,2,19,3,28,6875559.771357041
1813,3,1,2,21,5,21,5028771.149518014
2592,2,3,2,23,3,14,7468288.018861029
2630,1,2,1,9,6,21,7764098.560838885
1646,3,3,1,28,3,27,4155018.1764186285
857,3,3,1,5,6,17,2684239.6031797966
2051,5,2,2,5,8,13,6664252.726157247
1589,1,1,2,21,4,12,4427521.147701648
3483,5,2,2,19,8,27,10348927.627732731
2180,5,2,1,12,7,6,7020986.688113402
2922,5,1,1,18,4,19,8443287.082180092
661,4,3,1,16,3,20,1660993.1826056945
3951,5,1,1,1,5,16,12183372.138579886
3929,2,1,2,17,5,21,11512519.5195804
3759,3,2,2,25,7,16,11086108.003368383
2869,4,1,2,6,1,12,8542444.356046498
949,5,1,2,26,9,29,2501544.4033809593
1997,3,1,2,13,2,20,5688194.753223566
1536,1,3,2,21,9,20,4537218.560093531
2731,1,3,1,14,9,26,8079552.156525644
2658,3,2,2,7,3,13,8068640.71804226
2450,2,2,2,8,7,1,7883490.38669799
3055,3,3,2,20,3,18,8858699.666379882
1813,3,1,2,10,8,2,6063438.2348759975
2842,4,2,2,2,8,2,9295122.985784939
3451,1,2,2,19,3,26,9660649.547953231
1738,1,1,2,13,5,1,5528687.693717016
1473,5,1,2,26,7,10,4462034.493687673
1131,3,1,1,7,1,24,2824937.373026709
2090,3,1,1,2,3,1,6598942.294668726
1550,2,1,1,17,1,14,4166186.4769037166
3280,1,3,2,22,2,8,9660981.716995189
3802,2,1,1,13,7,1,11808507.173586339
2088,4,2,2,19,7,14,6353375.65128048
2868,5,3,1,28,3,10,8349505.023055541
3460,2,2,1,7,6,19,10419149.474430319
3804,1,1,2,16,6,25,11099588.39795353
2193,4,2,2,7,2,8,6743857.167050884
936,3,1,2,4,9,2,3614048.7235494494
3328,4,2,2,11,8,4,10641508.342895567
2056,2,2,1,1,2,24,5892691.552606344
3974,1,1,1,16,4,12,11676627.420427186
1576,2,2,2,12,9,29,4611522.728393253
3884,3,3,1,21,4,9,11629645.762969602
1804,3,2,1,13,7,23,5353484.435416426
3273,1,3,1,8,5,1,10171440.742061747
2578,5,3,2,8,6,8,8186943.668759843
2884,4,2,2,8,1,28,8161578.249139236
682,4,3,2,26,4,17,1751031.3395568237
3594,3,3,1,19,5,16,10582072.49689523
3091,2,2,2,5,6,15,9446621.572261985
1969,2,1,2,29,6,9,5791655.721572539
3645,5,1,1,11,5,8,11178460.057633134
3581,2,3,2,9,3,20,10531102.8700143
1979,4,3,2,21,2,26,5384130.477123259
2089,2,1,2,4,7,14,6585306.585431714
2087,5,3,1,17,1,12,6161159.736912081
1159,4,1,2,6,5,27,3284135.583622128
659,2,2,1,12,4,15,1902148.9500259012
3585,4,3,1,0,7,4,11515073.346418854
3749,3,2,1,5,2,4,11375289.193880772
2959,3,1,1,20,8,22,8658150.445696445
1511,3,1,1,20,9,2,4980837.957006671
552,2,2,1,7,1,4,1713702.690087198
2955,5,3,2,8,5,20,8888305.216025991
3394,4,2,2,6,4,24,10040451.372937035
1545,1,2,1,9,5,18,4531661.524338225
1553,3,3,1,28,9,15,4680425.665059914
3250,3,1,2,7,3,8,9899928.107399372
2807,1,2,2,29,1,28,7295904.966058022
1728,1,2,2,1,3,10,5277972.542578244
3630,2,1,1,17,4,27,10276076.912037203
1994,4,2,1,27,2,2,5866606.2842958355
3323,3,1,2,14,1,25,9370676.145121953
1989,5,3,1,23,1,9,5758705.305300458
1535,2,1,1,5,8,16,4843583.332062287
2450,2,1,1,23,4,22,6731549.180819291
3861,5,2,1,13,2,26,11207131.090091456
1349,5,1,2,24,3,12,3895234.0302086966
853,5,1,1,24,8,5,2880690.285853149
1598,1,2,1,26,6,7,4679831.117409296
3420,3,1,1,21,8,15,10240321.765211325
2239,1,2,1,23,5,13,6401440.994695771
1964,3,3,2,17,3,8,5945295.373048452
1490,1,1,1,23,6,24,4030916.030196655
1764,4,3,1,2,8,19,5634059.057350606
3565,3,1,2,29,5,19,10195568.105679028
2384,2,1,1,0,5,5,7494872.154794387
3725,3,3,1,22,3,21,10651862.179401457
2309,3,3,1,0,3,18,6983464.344998231
3667,3,2,1,13,8,21,10960153.78033931
2841,4,2,2,26,1,17,7959991.9134189915
2756,1,3,2,0,4,27,8066399.650741824
3914,2,1,2,0,9,7,12415684.746111305
1611,1,2,1,3,6,14,4982741.7224716535
1317,1,1,1,28,6,15,3578389.0434222897
2299,5,2,2,29,7,27,6516218.665626956
2460,4,2,2,11,7,23,7425025.120728046
2937,5,2,1,14,6,17,8972621.935969885
2872,4,3,1,28,9,3,8947825.98708376
3487,1,1,1,29,8,24,9974431.722147988
1388,1,3,1,27,8,13,4160093.8685495583
2355,4,2,1,3,2,11,7162492.528295883
1680,1,3,1,29,7,25,4578414.01763532
1167,1,3,1,9,1,3,3557468.8002751367
1132,2,3,1,10,8,6,3789088.295025592
3124,5,1,1,5,3,6,9659418.359666588
2142,5,3,1,27,9,22,6377995.1235481445
636,5,3,2,9,5,21,2020062.1403157015
2446,3,3,1,11,7,6,7698551.738416454
2197,2,3,1,2,7,6,7081396.587404703
927,5,3,1,14,9,26,2905493.861383688
1975,5,3,2,15,2,6,5984441.668087743
3159,2,3,1,9,4,29,9065754.861500556
3458,1,2,2,21,8,24,10032708.069606781
1318,5,3,1,28,5,14,3732460.0747980583
2688,1,3,2,22,5,11,7906786.854511226
1606,5,1,2,10,3,16,4780994.046414882
2724,4,2,1,15,5,22,7979141.198812722
697,3,3,2,16,7,28,1874415.5561224588
3171,5,1,2,13,4,19,9463390.309714345
2495,4,3,1,15,8,7,7962276.645216471
3238,2,3,1,13,6,6,9919105.435852641
3992,4,3,1,5,6,11,12267299.825729119
2948,2,3,1,9,6,25,8709947.696071692
970,5,3,1,16,4,4,3201073.159039653
2765,2,1,1,22,3,1,8171191.719030629
2448,4,3,2,9,6,22,7388669.396110545
1428,3,1,2,20,6,9,4387487.143748614
2510,1,3,1,9,2,13,7400429.440295807
3179,1,1,1,13,9,8,9850478.984857675
3498,3,2,1,19,4,2,10595877.781158373
1405,1,3,1,16,4,16,3930758.105345127
2722,5,2,2,8,8,19,8492119.671563817
522,5,2,2,14,3,8,1690329.1268428857
734,4,2,1,6,7,12,2605180.354562021
3584,4,3,2,1,7,11,11337184.40335575
1624,2,2,2,3,2,9,4897904.188142587
1428,4,1,1,19,3,24,3776877.822753645
1022,5,3,1,23,4,10,3081311.0038427436
2308,4,2,2,17,2,1,6918995.016278293
930,1,3,1,10,9,19,2857709.8557491107
1292,2,2,1,4,6,29,3640796.098465928
2129,2,1,1,25,1,27,5485150.244643897
2236,5,3,2,7,1,24,6433045.154511308
1032,4,3,2,21,8,17,3186838.2888620202
3526,1,2,2,19,6,28,10132710.206278758
2246,4,1,2,4,7,23,6907389.49313072
2175,3,3,1,1,6,4,7071910.785202318
1816,4,2,1,4,2,12,5492224.401719206
3357,5,1,2,2,3,23,10016048.791238865
1412,4,1,2,11,8,20,4468771.626033578
1624,2,1,1,18,4,8,4751366.176671584
2025,1,1,2,6,8,28,6005843.344901613
1827,5,3,2,18,3,22,5236790.699665369
3418,3,3,2,3,2,26,10058774.127417868
3087,1,1,2,22,7,26,8865110.300524822
1523,1,2,2,13,1,29,3846823.1052725394
2076,2,2,2,18,3,16,5942701.595325022
1878,2,1,2,25,2,24,5008553.113656603
3874,2,1,1,25,5,28,10905078.95868116
2019,5,2,1,28,2,1,5936758.673010211
2181,4,1,1,17,5,9,6540498.270575124
2497,1,1,2,25,3,11,7095339.978709651
726,4,3,1,6,9,12,2694841.05522011
1759,4,3,1,14,9,9,5678994.177681976
1372,2,1,1,20,8,6,4296377.230066455
1391,4,1,1,0,5,29,3999621.0840812745
1978,1,3,2,11,7,9,6261878.8058327995
1536,1,1,1,25,2,6,4270028.004665152
2757,3,3,1,28,3,6,8139286.260915691
3288,5,3,1,23,2,29,9331751.154043887
896,4,2,1,18,1,20,2116572.918503403
1623,5,3,2,26,3,3,4895948.267823488
2578,5,2,2,22,4,3,7953620.516824149
3445,5,2,1,5,9,16,10878473.877397738
1148,5,3,1,25,2,2,3456993.762586556
828,1,1,1,27,9,4,2541654.621218272
3737,4,3,1,12,1,9,11160013.522430334
1982,3,2,2,29,9,7,6163971.677138201
1451,5,3,2,5,6,3,5000772.840691039
2505,3,3,1,12,8,24,7476857.514724496
2516,1,2,2,14,3,13,7329229.609984394
3671,1,3,2,28,8,14,10854675.00191481
3168,2,3,1,15,9,29,9352613.094474982
2378,5,2,1,7,7,9,7537218.715581138
1696,2,1,2,12,4,1,5395080.4015040295
2272,3,2,2,12,6,12,6957818.82533808
661,4,2,2,27,6,1,2127325.487704604
2251,2,3,1,28,2,9,6317899.569311499
1275,1,2,1,19,2,25,3123498.2395345354
3834,5,3,1,19,5,7,11599172.330495004
2327,3,3,1,11,1,3,7007345.525804695
2821,1,3,2,18,5,4,8569858.525652139
3574,4,2,1,16,3,7,10703302.08624
1551,5,2,2,29,3,25,3999913.4971897635
2873,4,3,2,25,8,15,8721373.931072582
1439,4,1,2,2,3,24,4243332.112450846
3720,5,1,2,14,3,24,10895552.969258638
1039,5,2,1,16,1,1,3220320.298204138
3035,4,3,2,5,8,6,9725554.888649251
1321,3,3,2,23,6,22,3691824.3261998617
1961,5,2,1,18,8,5,6375740.622880632
1588,1,1,2,29,3,11,4218422.572129227
855,2,2,1,11,6,17,2490714.2525999853
3823,3,2,1,3,2,3,11737488.9106038
734,5,3,1,20,3,12,2130021.228747331
2774,5,2,1,22,4,20,8046055.704447277
2048,3,1,2,11,9,10,6580075.24662943
3884,2,2,1,26,4,7,11386850.808187505
2596,4,3,2,21,7,15,7877516.826637361
617,1,1,2,1,8,21,1995031.9509264976
2601,5,3,1,6,5,18,7980044.411825377
2173,2,2,2,15,2,19,6117898.861385028
3112,1,2,2,23,8,29,8885260.40335941
1567,3,2,2,29,5,1,4852515.56654934
2600,5,3,1,11,5,22,7700755.044706185
1057,4,2,2,15,7,13,3339133.269736579
3673,3,1,1,13,6,29,10727430.884668266
2315,5,1,1,0,3,24,6962100.234441381
2505,2,3,1,21,7,4,7748463.485588344
3415,1,3,2,26,1,18,9553618.963808406
897,1,3,2,8,4,12,2691478.8736577146
3709,5,2,2,6,4,4,11620123.709847042
1174,3,1,1,4,6,26,3431604.155280329
886,4,1,2,28,6,4,2701896.1166071207
2658,2,1,1,29,8,5,8052504.673827883
3161,5,3,1,9,1,19,9270498.555521848
2564,2,3,2,26,7,9,7641344.398316354
3753,1,2,2,9,4,7,11379955.582744991
1383,4,3,1,24,6,25,3776694.9297110764
1040,2,1,1,17,9,7,3355156.7546547824
670,5,2,2,6,3,12,2205341.674045476
2956,4,3,2,24,8,10,9090606.641993303
1239,3,3,2,17,3,29,3056010.546991161
1901,5,1,1,12,6,20,5757567.036507984
3759,2,2,2,10,2,21,10982239.076825056
3405,4,3,2,9,9,13,10704226.840391459
2777,5,3,1,21,2,23,7816490.279299971
618,4,2,1,8,5,6,2221059.304496047
3727,4,2,2,14,6,9,11436128.86692599
3331,4,3,2,13,4,19,9881402.247037048
3012,2,3,2,2,7,24,9130496.142861655
2651,5,1,1,23,7,16,7911875.689037456
3245,1,2,2,13,7,27,9546386.608096424
2495,1,3,1,20,7,26,7039223.367550691
2205,2,3,2,15,9,11,6955526.4578178665
2222,2,3,1,22,2,4,6451629.661754645
2722,4,3,2,28,5,25,7716904.778883312
3292,5,1,2,27,9,1,10329799.99409779
2197,5,2,2,2,2,21,6494284.758284919
1944,3,3,1,7,3,12,5910612.408578635
3705,3,2,1,1,7,4,11747922.871167002
3962,1,2,1,28,9,5,12046201.736652348
2259,3,3,1,23,3,6,6658101.849565725
2024,3,3,2,1,8,14,6596284.52160852
1164,1,3,1,22,8,29,3088378.065194971
532,1,1,1,17,4,1,1701944.6180344892
2602,3,3,2,6,6,8,8135145.938426862
3066,5,2,1,16,8,15,9335238.186335612
3303,3,2,2,5,9,12,10423866.743876984
2559,4,1,1,9,2,27,7250164.6259954
2051,4,3,1,6,1,19,5875209.821061182
1219,4,3,2,3,5,23,3738857.7709682714
3102,2,1,2,10,3,7,9313316.180689296
2920,4,1,2,15,6,9,8900333.611658081
983,5,3,2,26,1,11,2635329.918146492
1472,2,3,1,16,4,27,3966596.2456140793
3799,2,2,1,27,6,23,10994509.134432966
3170,4,3,2,5,2,28,9325724.386691572
806,3,3,2,19,8,8,2780236.95119432
956,1,2,1,18,4,4,2854169.9326396035
2707,3,2,2,19,2,10,7915587.034551304
830,3,2,1,21,1,20,1897456.3639513387
3323,2,2,2,20,8,10,10126405.92345584
724,2,1,2,17,1,8,1967954.8463894003
3530,2,2,2,14,7,14,10769988.411252445
3276,5,1,2,1,7,4,10499768.203998748
1979,5,2,1,18,6,29,5607138.488568119
3616,1,2,2,26,8,20,10625876.465035621
3785,2,2,1,5,1,26,10868658.00288623
1582,4,3,2,11,1,3,4870363.62277368
1143,2,1,2,29,1,28,2486955.234464631
1115,5,2,1,0,6,3,4014570.0238491986
694,2,3,2,26,7,27,1679882.7532399106
988,5,1,1,22,9,4,3358110.7533574593
2704,2,1,2,23,5,12,8022838.72088523
3157,4,3,1,22,1,29,8768578.108803175
1749,1,1,2,10,9,18,5370485.884530637
2959,4,3,2,18,5,28,8550874.150089314
3776,5,2,2,21,6,19,11272342.133506771
1602,3,3,2,29,9,11,4880063.711410644
1647,4,1,2,3,2,28,4615232.824913987
3018,2,1,1,20,3,18,8625947.956786562
1741,1,2,1,18,7,14,5152726.465151234
1015,2,3,1,20,3,11,2739735.583412579
2125,2,2,2,5,2,14,6333225.960227829
1627,4,3,2,7,7,22,5099211.906184295
892,1,3,2,27,8,29,2174663.7617315794
1130,3,3,1,21,9,3,3766348.130273887
2347,2,2,1,8,2,2,7237423.92155312
3155,1,2,1,9,2,9,9357714.033945572
1479,3,1,2,9,7,8,4803009.384755175
933,2,2,2,29,4,5,2609898.15660638
3902,1,3,1,9,5,29,11403759.145384453
3714,4,3,1,25,1,9,10830098.876655566
3087,2,3,1,3,6,5,9748141.182327459
777,2,2,1,17,8,21,2218194.2505452638
732,1,1,2,11,1,13,1881757.986853129
2052,2,2,1,24,2,11,5725155.197175342
2094,3,1,2,10,7,11,6581473.041910245
1613,2,2,2,15,2,20,4363457.273652254
3770,5,3,2,18,9,12,11711686.352249086
2909,3,1,2,10,6,19,8713690.951665198
525,1,2,2,22,5,13,1324314.7490298967
3596,3,3,2,3,7,26,10910311.648248386
1917,5,1,1,11,8,9,6186031.422365126
3054,5,1,1,27,9,4,9422336.879466021
3872,2,3,1,16,6,7,11726758.310829684
3910,2,3,1,23,5,5,11735042.444024473
2814,4,2,2,12,7,7,8817871.02146442
960,3,2,1,27,2,28,1947141.3613195508
3003,4,3,2,3,8,8,9720187.797420112
3931,5,2,1,26,4,14,11491110.004710527
1591,2,3,1,5,1,24,4355184.133263328
1506,2,3,2,6,3,10,4582183.788731434
3410,2,2,2,7,9,6,10762863.193683757
3983,1,2,1,25,4,5,11771007.107627846
2494,5,1,1,1,3,15,7584223.107647911
990,2,1,2,8,4,16,2888830.8893844537
1572,5,2,2,9,3,27,4370411.425940332
3111,2,2,2,28,3,2,9260487.331307502
3673,3,2,2,18,2,28,10406907.041734142
715,5,1,2,0,6,15,2619817.180001273
2223,4,2,2,15,6,8,6992876.893869887
2092,1,1,2,17,4,21,5910379.513542711
3106,4,1,2,7,8,24,9435618.614447821
658,5,1,2,9,6,22,2026292.7470129046
3036,2,1,2,21,8,24,8808180.883347386
1185,5,3,1,10,6,13,3834398.236718038
3813,1,2,2,16,9,17,11451784.235216409
3341,5,2,2,26,3,15,9798631.063521598
2276,2,3,1,24,3,25,6207839.319216487
2552,4,2,2,6,2,14,7697142.722180265
2343,3,1,1,25,6,25,6515929.750680846
2908,4,3,2,26,7,19,8647405.375525735
3006,2,1,1,2,7,13,9233955.572015611
2795,2,3,2,28,5,21,7914721.284326054
2089,1,1,1,6,6,28,5994657.215291358
2196,5,2,1,5,7,7,7234454.769858065
3493,5,2,2,2,2,8,10704202.947921382
2969,4,2,2,7,7,7,9489792.399888279
2446,3,3,1,0,1,19,7270876.522015306
2562,3,2,1,4,6,15,7961573.4645324545
3283,1,3,1,23,8,7,9925328.554564176
1645,2,1,2,18,1,17,4452480.211055905
2824,1,2,1,26,1,21,7692134.514995191
2081,5,1,1,12,6,25,6132708.985452421
3000,2,2,1,25,5,18,8617842.977472493
3961,1,1,1,10,3,19,11562303.69851899
3865,4,3,2,27,7,25,11258127.207707044
3145,5,2,2,21,7,3,9787339.968886452
2993,3,3,1,25,7,24,8687815.42313292
2757,1,3,2,10,6,22,8130906.618675152
3261,5,1,2,1,4,7,10244587.8014441
2849,5,2,1,8,9,21,8777916.64578994
2432,3,3,1,1,9,10,7925315.256316006
3794,3,1,2,20,7,28,11107319.591417015
2257,3,1,2,18,7,7,6996864.179176561
2550,1,1,1,25,8,26,7239609.462259022
1489,3,2,1,11,5,11,4656121.763378298
2041,4,2,1,8,9,26,6288265.107820339
1616,5,1,1,8,6,29,4724927.738261034
3067,3,2,1,22,7,3,9420911.311252574
3999,5,1,2,9,7,27,11981341.12833425
992,2,2,1,4,9,21,3184951.670170297
3806,2,2,1,8,7,22,11453066.688539932
1119,3,1,1,22,3,9,3132914.1120125684
3732,5,1,1,17,6,4,11538891.277463708
2878,2,2,2,9,6,8,8996440.258629963
2880,3,1,2,16,7,24,8566661.725136176
2597,5,1,2,25,6,26,7455988.159523062
2046,3,1,2,9,4,22,5982766.464613621
1362,5,1,2,13,6,12,4296003.718171868
2191,2,2,2,3,3,8,6810085.961086631
2105,3,3,1,9,1,15,6067619.873672499
2819,2,2,1,23,1,28,7572010.364534789
1079,3,1,1,21,5,14,2986171.2376340986
2390,1,1,2,29,8,5,7120458.172676799
1775,2,2,2,17,3,17,5026110.181421134
3107,2,1,2,4,2,20,9042125.37038218
3243,4,2,1,8,8,11,10127193.989177428
2355,2,3,2,5,9,22,7336807.769000124
3661,5,1,1,15,9,15,11305867.51179394
2993,3,3,2,21,2,25,8492659.576224515
3564,1,3,1,22,8,13,10572595.461549018
1855,5,1,2,15,2,4,5622006.450697384
1662,5,1,1,28,7,22,4591905.923731194
856,5,2,1,10,8,13,2889595.155505798
2124,5,2,2,20,1,26,5808232.891170109
2821,1,1,2,14,8,13,8576546.435076747
3590,4,2,1,18,3,11,10564904.748890737
2506,2,3,2,2,1,5,7709584.884168571
2858,5,3,2,15,7,25,8636336.965308333
1369,2,1,1,20,3,26,3384380.405975173
1385,2,2,1,19,8,14,4206086.588440743
2501,5,1,1,4,9,22,7902903.141830209
2701,4,3,2,29,2,3,7913867.913427159
1913,2,1,1,8,1,18,5364833.848501848
1783,3,1,2,4,8,3,5940470.954547324
1119,2,1,2,3,6,6,3844675.9791785157
1382,5,1,1,12,1,26,3666875.8368829433
1296,1,3,2,19,3,8,3707576.2848397275
2672,2,1,2,16,9,24,7926705.734541732
3925,4,1,1,25,9,28,11521847.385860462
1796,3,2,1,19,6,21,5073032.800129193
1118,3,1,2,11,3,17,3138063.7398006883
2334,1,2,1,29,8,1,7118036.119176341
744,1,1,1,19,6,28,1736607.8432955523
3395,2,2,2,24,1,7,9862812.536327671
2997,5,1,1,26,6,18,8688660.379417855
1429,4,2,1,19,5,29,3881929.9565056553
1770,3,1,2,6,8,4,5969016.413791893
1019,1,1,2,0,2,10,3157253.602329782
3712,4,2,2,29,7,5,11262016.222208656
2909,5,1,1,15,6,8,8938533.289094659
507,3,1,1,6,1,26,1113216.3410891725
3025,3,1,2,29,8,25,8666615.979559593
3923,5,1,1,1,6,13,12170755.091341313
2519,3,3,1,11,3,17,7448291.413184931
994,5,1,1,10,5,25,2890473.1189405886
2129,3,3,1,7,7,21,6455971.923348157
3380,2,3,2,0,9,4,11005113.812243266
3998,5,1,2,25,4,10,11856865.607796462
1562,4,2,1,2,2,21,4601111.133608424
3140,2,2,1,7,3,25,9098084.265571639
686,4,1,1,25,7,8,2121502.661164202
3301,3,3,2,7,8,10,10324681.931185758
